customer_id,first_name,last_name,store_id,customer_total
334,RAYMOND,MCWHORTER,2,135.70
336,JOSHUA,MARK,1,119.70
337,JERRY,JORDON,1,143.71
338,DENNIS,GILMAN,1,114.72
339,WALTER,PERRYMAN,2,127.70
340,PATRICK,NEWSOM,1,119.69
342,HAROLD,MARTINO,1,130.68
343,DOUGLAS,GRAF,1,114.75
346,ARTHUR,SIMPKINS,1,155.68
347,RYAN,SALISBURY,2,142.70
348,ROGER,QUINTANILLA,2,146.64
349,JOE,GILLILAND,2,138.71
354,JUSTIN,NGO,2,129.64
356,GERALD,FULTZ,2,121.70
360,RALPH,MADRIGAL,2,150.66
362,NICHOLAS,BARFIELD,1,145.68
363,ROY,WHITING,2,143.71
366,BRANDON,HUEY,1,152.63
368,HARRY,ARCE,1,157.65
371,BILLY,POULIN,1,149.65
372,STEVE,MACKENZIE,2,158.66
373,LOUIS,LEONE,1,161.65
380,RUSSELL,BRINSON,1,136.64
386,TODD,TAN,1,117.71
388,CRAIG,MORRELL,2,124.70
389,ALAN,KAHN,1,124.74
390,SHAWN,HEATON,1,152.67
393,PHILIP,CAUSEY,1,121.69
400,BRYAN,HARDISON,2,124.72
403,MIKE,WAY,1,166.65
404,STANLEY,SCROGGINS,2,139.70
406,NATHAN,RUNYON,1,122.68
408,MANUEL,MURRELL,1,116.70
410,CURTIS,IRBY,2,167.62
416,JEFFERY,PINSON,2,121.69
421,LEE,HAWKS,1,119.73
423,ALFRED,CASILLAS,2,120.74
426,BRADLEY,MOTLEY,1,126.73
427,JESUS,MCCARTNEY,2,114.76
432,EDWIN,BURK,1,116.77
433,DON,BONE,1,133.75
434,EDDIE,TOMLIN,1,128.73
436,TROY,QUIGLEY,1,144.70
438,BARRY,LOVELACE,1,134.67
439,ALEXANDER,FENNELL,2,151.64
442,LEROY,BUSTAMANTE,1,118.68
444,MARCUS,HIDALGO,2,115.70
446,THEODORE,CULP,2,116.69
447,CLIFFORD,BOWENS,1,113.71
448,MIGUEL,BETANCOURT,1,135.71
451,JIM,REA,1,128.67
454,ALEX,GRESHAM,2,151.67
457,BILL,GAVIN,2,114.72
459,TOMMY,COLLAZO,1,186.62
462,WARREN,SHERROD,2,159.67
467,ALVIN,DELOACH,2,139.71
468,TIM,CARY,1,175.61
469,WESLEY,BULL,2,177.60
470,GORDON,ALLARD,1,160.68
472,GREG,ROBINS,1,141.70
473,JORGE,OLIVARES,2,134.66
479,ZACHARY,HITE,1,146.69
481,HERMAN,DEVORE,1,115.71
482,MAURICE,CRAWLEY,1,138.71
484,ROBERTO,VU,1,139.70
485,CLYDE,TOBIAS,1,115.71
486,GLEN,TALBERT,1,113.74
487,HECTOR,POINDEXTER,2,119.74
490,SAM,MCDUFFIE,1,117.76
491,RICK,MATTOX,2,124.73
494,RAMON,CHOATE,2,140.69
495,CHARLIE,BESS,2,120.74
497,GILBERT,SLEDGE,2,129.72
499,MARC,OUTLAW,2,123.70
500,REGINALD,KINDER,1,115.72
502,BRETT,CORNWELL,1,138.66
503,ANGEL,BARCLAY,1,115.68
504,NATHANIEL,ADAM,1,133.72
506,LESLIE,SEWARD,2,152.65
508,MILTON,HOWLAND,2,127.75
510,BEN,EASTER,2,122.74
512,CECIL,VINES,1,115.74
513,DUANE,TUBBS,2,148.69
515,ANDRE,RAPP,1,126.72
520,MITCHELL,WESTMORELAND,2,134.68
522,ARNOLD,HAVENS,2,167.67
526,KARL,SEAL,2,221.55
529,ERIK,GUILLEN,2,118.71
531,JAMIE,WAUGH,2,118.75
532,NEIL,RENNER,2,152.68
533,JESSIE,MILAM,1,141.67
535,JAVIER,ELROD,1,135.68
536,FERNANDO,CHURCHILL,2,117.75
538,TED,BREAUX,2,117.71
550,GUY,BROWNLEE,2,159.68
558,JIMMIE,EGGLESTON,1,135.72
560,JORDAN,ARCHULETA,1,132.70
565,JAIME,NETTLES,2,126.71
566,CASEY,MENA,1,141.66
569,DAVE,GARDINER,2,134.68
571,JOHNNIE,CHISHOLM,2,121.76
573,BYRON,BOX,1,120.71
575,ISAAC,OGLESBY,2,126.71
576,MORRIS,MCCARTER,2,139.66
577,CLIFTON,MALCOLM,2,117.73
579,DARYL,LARUE,2,111.73
582,ANDY,VANHORN,2,113.75
583,MARSHALL,THORN,1,117.77
584,SALVADOR,TEEL,2,129.70
585,PERRY,SWAFFORD,1,117.76
588,MARION,OCAMPO,1,115.71
589,TRACY,HERRMANN,1,129.72
590,SETH,HANNON,2,112.75
591,KENT,ARSENAULT,1,134.73
593,RENE,MCALISTER,2,113.74
594,EDUARDO,HIATT,1,130.73
595,TERRENCE,GUNDERSON,1,117.70
